0.0,0.0,0.0,0.0,-0.007167380849142409,-0.007167380849142409,0.0,0.0,0.0,7
0.0,0.0,0.0,-0.005574629549332985,-0.005574629549332985,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,-0.00860085701897089,-0.00860085701897089,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,-0.004561060540363352,-0.004561060540363352,-0.004561060540363352,0.0,0.0,0.0,7
0.0,0.0,0.0,-0.006841590810545028,-0.006841590810545028,0.0,0.0,0.0,0.0,7
-0.0064048935247655574,0.0,0.0,0.0,-0.0064048935247655574,-0.0064048935247655574,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,-0.007718717837537979,0.0,0.0,-0.007718717837537979,0.0,8
0.0,0.0,0.0,0.0,0.0,0.0,-0.0037164196995553233,-0.0037164196995553233,-0.0037164196995553233,8
0.0,0.0,0.0,0.0,0.0,0.0,-0.00401373327551975,-0.00401373327551975,-0.00401373327551975,8
0.0,0.0,0.0,0.0,0.0,0.0,-0.00493491796170461,0.0,-0.00493491796170461,8
-0.006841590810545028,-0.006841590810545028,-0.006841590810545028,0.0,-0.006841590810545028,0.0,0.0,0.0,0.0,3
-0.008361944323999478,0.0,0.0,0.0,-0.008361944323999478,0.0,0.0,0.0,0.0,3
-0.0043627535603475535,-0.0043627535603475535,-0.0043627535603475535,0.0,0.0,0.0,0.0,0.0,0.0,3
